region_id,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85_ov,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85_ov,C11_F_CL_C_I_II_Tot,C11_F_CL_T_15_19,C11_F_CL_T_20_24,C11_F_CL_T_25_34,C11_F_CL_T_35_44,C11_F_CL_T_45_54,C11_F_CL_T_55_64,C11_F_CL_T_65_74,C11_F_CL_T_75_84,C11_F_CL_T_85_ov,C11_F_CL_T_Tot,C11_F_LE_ID_15_19,C11_F_LE_ID_20_24,C11_F_LE_ID_25_34,C11_F_LE_ID_35_44,C11_F_LE_ID_45_54,C11_F_LE_ID_55_64,C11_F_LE_ID_65_74,C11_F_LE_ID_75_84,C11_F_LE_ID_85o,C11_F_LE_ID_Tot,C11_F_LE_NS_15_19,C11_F_LE_NS_20_24,C11_F_LE_NS_25_34,C11_F_LE_NS_35_44,C11_F_LE_NS_45_54,C11_F_LE_NS_55_64,C11_F_LE_NS_65_74,C11_F_LE_NS_75_84,C11_F_LE_NS_85_ov,C11_F_LE_NS_T,C11_F_Tot_15_19_yrs,C11_F_Tot_20_24_yrs,C11_F_Tot_25_34_yrs,C11_F_Tot_35_44_yrs,C11_F_Tot_45_54_yrs,C11_F_Tot_55_64_yrs,C11_F_Tot_65_74_yrs,C11_F_Tot_75_84_yrs,C11_F_Tot_85o,C11_F_T_T,C01_P_Post_Deg_15_19_yrs,C01_P_Post_Deg_20_24_yrs,C01_P_Post_Deg_25_34_yrs,C01_P_Post_Deg_35_44_yrs,C01_P_Post_Deg_45_54_yrs,C01_P_Post_Deg_55_64_yrs,C01_P_Post_Deg_65_74_yrs,C01_P_Post_Deg_75_84_yrs,C01_P_Post_Deg_85o,C01_P_Post_Deg_Tot,C01_P_GrDip_GrCe_15_19,C01_P_GrDip_GrCe_20_24,C01_P_GrDip_GrCe_25_34,C01_P_GrDip_GrCe_35_44,C01_P_GrDip_GrCe_45_54,C01_P_GrDip_GrCe_55_64,C01_P_GrDip_GrCe_65_74,C01_P_GrDip_GrCe_75_84,C01_P_GrDip_GrCe_85ov,C01_P_GrDip_GrCe_Tot,C01_P_BD_15_19,C01_P_BD_20_24,C01_P_BD_25_34,C01_P_BD_35_44,C01_P_BD_45_54,C01_P_BD_55_64,C01_P_BD_65_74,C01_P_BD_75_84,C01_P_BD_85o,C01_P_BD_Tot,C01_P_AdD_DL_15_19,C01_P_AdD_DL_20_24,C01_P_AdD_DL_25_34,C01_P_AdD_DL_35_44,C01_P_AdD_DL_45_54,C01_P_AdD_DL_55_64,C01_P_AdD_DL_65_74,C01_P_AdD_DL_75_84,C01_P_AdD_DL_85o,C01_P_AdD_DL_Tot,C01_P_CL_CL_nfd_15_19,C01_P_CL_CL_nfd_20_24,C01_P_CL_CL_nfd_25_34,C01_P_CL_CL_nfd_35_44,C01_P_CL_CL_nfd_45_54,C01_P_CL_CL_nfd_55_64,C01_P_CL_CL_nfd_65_74,C01_P_CL_CL_nfd_75_84,C01_P_CL_CL_nfd_85_ov,C01_P_CL_CL_nfd_Tot,C01_P_CL_C_III_IV_15_19,C01_P_CL_C_III_IV_20_24,C01_P_CL_C_III_IV_25_34,C01_P_CL_C_III_IV_35_44,C01_P_CL_C_III_IV_45_54,C01_P_CL_C_III_IV_55_64,C01_P_CL_C_III_IV_65_74,C01_P_CL_C_III_IV_75_84,C01_P_CL_C_III_IV_85_ov,C01_P_CL_C_III_IV_Tot,C01_P_CL_C_I_II_15_19,C01_P_CL_C_I_II_20_24,C01_P_CL_C_I_II_25_34,C01_P_CL_C_I_II_35_44,C01_P_CL_C_I_II_45_54,C01_P_CL_C_I_II_55_64,C01_P_CL_C_I_II_65_74,C01_P_CL_C_I_II_75_84,C01_P_CL_C_I_II_85_ov,C01_P_CL_C_I_II_Tot,C01_P_CL_T_15_19,C01_P_CL_T_20_24,C01_P_CL_T_25_34,C01_P_CL_T_35_44,C01_P_CL_T_45_54,C01_P_CL_T_55_64,C01_P_CL_T_65_74,C01_P_CL_T_75_84,C01_P_CL_T_85_ov,C01_P_CL_T_Tot,C01_P_LE_ID_15_19,C01_P_LE_ID_20_24,C01_P_LE_ID_25_34,C01_P_LE_ID_35_44,C01_P_LE_ID_45_54,C01_P_LE_ID_55_64,C01_P_LE_ID_65_74,C01_P_LE_ID_75_84,C01_P_LE_ID_85o,C01_P_LE_ID_Tot,C01_P_LE_NS_15_19,C01_P_LE_NS_20_24,C01_P_LE_NS_25_34,C01_P_LE_NS_35_44,C01_P_LE_NS_45_54,C01_P_LE_NS_55_64,C01_P_LE_NS_65_74,C01_P_LE_NS_75_84,C01_P_LE_NS_85_ov,C01_P_LE_NS_T,C01_P_Tot_15_19_yrs,C01_P_Tot_20_24_yrs,C01_P_Tot_25_34_yrs,C01_P_Tot_35_44_yrs,C01_P_Tot_45_54_yrs,C01_P_Tot_55_64_yrs,C01_P_Tot_65_74_yrs,C01_P_Tot_75_84_yrs,C01_P_Tot_85o,C01_P_T_T,C06_P_Post_Deg_15_19_yrs,C06_P_Post_Deg_20_24_yrs,C06_P_Post_Deg_25_34_yrs,C06_P_Post_Deg_35_44_yrs,C06_P_Post_Deg_45_54_yrs,C06_P_Post_Deg_55_64_yrs,C06_P_Post_Deg_65_74_yrs,C06_P_Post_Deg_75_84_yrs,C06_P_Post_Deg_85o,C06_P_Post_Deg_Tot,C06_P_GrDip_GrCe_15_19,C06_P_GrDip_GrCe_20_24,C06_P_GrDip_GrCe_25_34,C06_P_GrDip_GrCe_35_44,C06_P_GrDip_GrCe_45_54,C06_P_GrDip_GrCe_55_64,C06_P_GrDip_GrCe_65_74,C06_P_GrDip_GrCe_75_84,C06_P_GrDip_GrCe_85ov,C06_P_GrDip_GrCe_Tot,C06_P_BD_15_19,C06_P_BD_20_24,C06_P_BD_25_34,C06_P_BD_35_44,C06_P_BD_45_54,C06_P_BD_55_64,C06_P_BD_65_74,C06_P_BD_75_84,C06_P_BD_85o,C06_P_BD_Tot
101,229,966,1952,2116,2003,1266,401,124,48,9105,123,179,314,393,328,208,84,19,15,1663,386,1258,2510,2948,2833,1959,730,224,98,12946,20,48,98,234,381,386,240,100,53,1560,769,409,813,1086,1244,1415,1491,1422,774,9423,1203,2546,7333,9655,9582,8182,4561,2389,1113,46564,0,12,248,604,674,444,183,52,10,2227,3,24,314,640,736,326,113,36,6,2198,5,698,2585,3076,2830,1598,763,326,58,11939,37,483,1566,2064,2153,1402,803,308,69,8885,81,162,183,196,143,61,19,11,0,856,325,1796,4806,5646,4691,3243,2010,846,133,23496,130,406,873,1057,886,480,264,101,18,4215,536,2364,5862,6899,5720,3784,2293,958,151,28567,48,130,332,561,478,345,219,106,28,2247,1441,1027,2193,2690,2365,2261,2647,2107,608,17339,2070,4738,13100,16534,14956,10160,7021,3893,930,73402,0,8,389,938,952,802,298,91,8,3486,0,21,343,618,879,532,166,37,6,2602,11,797,3279,3591,3665,2509,1121,524,86,15583
102,458,1707,3533,3337,3131,1619,623,329,126,14863,219,288,485,533,475,352,100,46,19,2517,760,2195,4432,4560,4404,2684,1121,523,215,20894,39,85,170,307,501,457,307,190,91,2147,954,558,954,1441,1776,1922,2451,2790,1902,14748,1825,4203,11158,13249,12643,9544,6039,4503,2411,65575,0,9,235,545,639,296,161,60,12,1957,3,20,278,603,661,245,122,40,8,1980,3,855,3184,3387,2871,1295,857,412,81,12945,65,618,2694,3085,2670,1454,1123,571,102,12382,118,259,279,302,195,67,36,32,12,1300,567,2334,7068,8805,6909,4607,3540,1983,352,36165,211,458,1299,1679,1309,736,429,213,36,6370,896,3051,8646,10786,8413,5410,4005,2228,400,43835,53,182,504,855,700,437,375,238,61,3405,1868,1125,2504,3330,2983,2770,4196,4765,1532,25073,2888,5860,18045,22591,18937,11907,10839,8314,2196,101577,0,18,350,769,826,575,245,115,11,2909,3,24,309,497,744,387,175,58,9,2206,7,987,4039,3750,3855,2150,1101,658,131,16678
103,279,1057,2178,2034,1771,954,303,122,48,8746,137,231,337,369,313,221,66,16,3,1693,457,1408,2737,2821,2539,1548,561,201,77,12349,16,61,91,199,376,378,208,105,47,1481,694,365,652,928,1045,1259,1371,1246,623,8183,1208,2637,6819,7721,7384,6104,3483,2116,885,38357,0,9,169,328,440,235,81,24,7,1293,0,31,243,418,487,197,61,21,3,1461,3,555,2359,2169,2007,969,413,143,49,8667,26,319,1279,1734,1692,1040,534,203,56,6883,82,139,156,188,138,62,15,8,5,793,455,1752,4711,5160,4115,2500,1313,528,86,20620,172,350,836,936,780,420,195,83,17,3789,709,2241,5703,6284,5033,2982,1523,619,108,25202,25,113,293,553,514,299,161,89,24,2071,1273,902,2039,2231,2113,1882,2143,1842,720,15145,2036,4170,12085,13717,12286,7604,4916,2941,967,60722,0,10,215,384,534,416,146,37,3,1745,0,22,201,322,527,296,88,31,0,1487,3,644,2675,2396,2389,1555,566,308,69,10605
104,163,603,1226,1413,1613,918,290,100,32,6358,84,153,205,225,284,162,46,17,3,1179,285,849,1593,1864,2254,1450,505,173,60,9033,15,15,57,139,241,271,180,90,36,1044,398,190,380,529,717,836,1053,1002,675,5780,724,1466,3880,5122,6001,5070,2887,1671,867,27688,3,0,53,143,239,142,68,27,3,678,0,14,113,273,372,144,50,10,3,979,0,244,1081,1491,1507,683,405,154,28,5593,25,149,650,1213,1293,825,492,205,36,4888,33,86,83,116,98,31,13,12,3,475,215,765,2302,3600,3220,2148,1539,646,104,14539,110,196,454,665,636,319,186,84,8,2658,358,1047,2839,4381,3954,2498,1738,742,115,17672,21,46,179,375,348,187,177,88,20,1441,823,417,1006,1290,1259,1195,1657,1547,540,9734,1230,1917,5921,9166,8972,5674,4587,2773,745,40985,0,0,109,238,297,313,103,35,5,1100,0,9,105,252,408,245,96,20,3,1138,3,294,1417,1627,2057,1192,528,253,62,7433
105,141,597,1163,1128,1087,612,163,56,13,4960,80,155,241,186,162,117,33,6,0,980,239,822,1512,1509,1484,929,277,92,27,6891,11,25,54,87,184,200,95,55,21,732,469,257,495,638,772,794,936,872,426,5659,725,1597,4099,4205,4269,3310,1940,1237,530,21912,3,7,79,143,154,87,33,7,0,513,0,18,198,252,226,69,27,6,0,796,3,427,1609,1146,1024,475,203,78,16,4981,15,173,815,976,804,584,259,82,24,3732,42,70,112,120,66,41,17,3,3,474,216,960,2598,3162,2416,1516,805,284,34,11991,73,234,488,542,420,207,82,43,3,2092,331,1264,3198,3824,2902,1764,904,330,40,14557,33,70,214,310,278,168,98,61,13,1245,878,600,1303,1572,1431,1318,1639,1149,450,10340,1263,2559,7416,8223,6819,4465,3163,1713,543,36164,0,3,108,182,209,139,43,15,0,699,0,11,151,185,303,120,36,16,0,822,3,454,1626,1338,1191,729,284,113,29,5767
106,351,1523,3064,2913,2355,1171,351,172,46,11946,165,281,499,474,418,238,92,16,3,2186,578,1935,3893,3881,3316,1877,707,270,85,16542,13,71,125,211,370,382,231,116,35,1554,801,406,798,1144,1278,1483,1476,1422,730,9538,1445,3368,8857,9641,8782,6798,3789,2271,968,45919,0,6,125,297,373,172,58,21,8,1060,0,13,192,381,460,141,42,19,3,1251,8,490,1995,2084,2003,974,434,180,23,8191,40,380,1618,2126,1920,1002,590,200,48,7924,104,165,215,198,137,49,24,11,4,907,409,2217,6282,7163,5470,3287,1809,732,100,27469,194,423,858,1060,804,460,235,80,14,4128,707,2805,7355,8421,6411,3796,2068,823,118,32504,48,143,363,589,513,323,174,97,31,2281,1403,1013,2295,2557,2227,1932,2407,2165,772,16771,2206,4850,13943,16455,13907,8340,5773,3505,1003,69982,0,6,201,368,499,375,121,38,7,1615,0,12,188,349,538,258,77,28,3,1453,9,723,2637,2381,2504,1598,672,287,58,10869
107,370,1544,3017,2731,2478,1155,400,192,76,11963,175,263,481,437,410,224,101,30,9,2130,592,1985,3850,3822,3628,1908,792,357,122,17056,35,86,138,270,426,363,269,133,54,1774,767,571,907,1105,1380,1539,1579,1811,859,10518,1479,4779,11619,12131,11285,7974,4285,2888,1200,57640,4,58,728,1097,1150,474,128,46,6,3691,0,53,424,713,724,237,83,18,4,2256,16,1503,4486,3863,2969,1178,536,250,57,14858,69,916,3087,3027,2604,1129,628,287,73,11820,125,305,268,282,174,49,32,15,6,1256,498,2514,7144,8040,6141,3905,2557,1230,185,32214,187,601,1261,1458,1150,612,275,121,23,5688,810,3420,8673,9780,7465,4566,2864,1366,214,39158,59,182,465,723,577,343,218,122,18,2707,1747,1062,2472,2833,2578,2326,3050,2774,875,19717,2705,7194,20335,22036,18067,10253,7507,4863,1247,94207,3,125,1006,1298,1419,852,243,74,12,5032,3,56,447,555,856,399,126,28,10,2480,20,1833,5377,4245,3934,1913,772,383,88,18565
108,236,831,1816,2144,2487,1441,534,230,86,9805,136,204,338,354,401,269,104,35,8,1849,413,1145,2378,2856,3462,2235,975,392,131,13987,11,31,88,176,363,400,311,165,54,1599,631,275,462,813,1113,1459,1863,2059,1308,9983,1087,1932,5118,7224,8630,7513,5113,3375,1656,41648,3,8,65,171,254,204,112,40,5,862,0,7,149,320,479,199,68,27,3,1252,3,214,1268,1783,1899,1085,686,281,64,7283,27,255,902,1600,1773,1267,973,409,72,7278,46,103,134,145,108,54,36,16,5,647,282,1044,3370,5213,4816,3730,2873,1396,190,22914,142,256,568,880,754,541,356,153,17,3667,470,1403,4072,6238,5678,4325,3265,1565,212,27228,27,76,228,536,506,371,310,154,38,2246,1110,539,1231,1747,1791,1964,2921,3070,1027,15400,1640,2502,7915,12395,12380,9415,8335,5546,1421,61549,0,7,108,262,345,335,147,68,15,1287,0,15,151,273,505,328,124,51,8,1455,4,294,1567,1885,2448,1741,926,442,77,9384
109,149,597,1138,1149,1036,654,181,88,23,5015,83,136,195,172,177,133,28,7,7,938,249,800,1440,1514,1419,940,293,126,41,6822,9,25,58,90,172,171,118,43,30,716,363,185,337,466,653,707,845,878,577,5011,642,1489,4009,4259,4324,3369,1967,1302,713,22074,3,8,79,171,174,88,30,13,0,566,0,16,166,292,269,112,22,11,0,888,0,391,1447,1284,1158,494,245,97,25,5141,12,188,712,1000,1043,607,300,125,34,4021,28,73,90,74,63,26,10,0,3,367,224,1036,2591,3064,2402,1362,846,370,59,11954,98,224,410,454,331,185,84,35,7,1828,350,1333,3091,3592,2796,1573,940,405,69,14149,28,77,174,265,242,139,96,58,17,1096,700,438,984,1250,1205,1165,1538,1336,500,9116,1093,2451,6653,7854,6887,4178,3171,2045,645,34977,0,0,112,189,241,129,58,14,4,747,0,17,163,252,316,198,33,14,4,997,6,448,1816,1442,1449,768,319,130,35,6413
110,285,863,1821,1755,1708,970,270,96,27,7795,115,256,328,297,254,188,78,13,4,1533,454,1223,2346,2369,2348,1512,498,160,52,10962,26,56,82,155,329,324,233,94,39,1338,668,395,642,880,1007,1078,1262,1206,641,7779,1172,2390,5986,6821,6992,5489,3256,1917,866,34889,0,7,191,426,530,335,112,53,8,1662,0,30,273,430,470,164,52,22,7,1448,11,685,2193,1982,1927,956,375,190,45,8364,26,309,1258,1553,1459,960,470,183,59,6277,82,114,141,156,101,69,18,10,0,691,356,1333,3538,4296,3485,2241,1128,404,82,16863,162,384,714,849,714,375,165,63,14,3440,600,1831,4393,5301,4300,2685,1311,477,96,20994,36,99,298,488,462,288,139,73,19,1902,1063,665,1581,1916,1818,1668,2095,1713,641,13160,1736,3626,10187,12096,10966,7056,4554,2711,875,53807,0,10,227,446,567,468,194,72,11,1995,0,22,215,352,455,264,76,26,4,1414,3,668,2399,2151,2234,1424,547,282,62,9770
111,450,1962,3623,3231,3018,1616,525,299,88,14812,215,376,536,489,476,307,108,28,12,2547,736,2538,4518,4378,4290,2655,1036,530,157,20838,29,108,160,247,480,497,324,176,84,2105,877,643,1086,1289,1682,1776,2220,2453,1608,13634,1719,5649,14817,14571,13815,10605,6041,4139,2107,73463,0,18,485,1026,1070,586,266,81,15,3547,0,25,497,908,947,325,155,37,7,2901,10,1805,5691,4683,4173,1816,843,393,95,19509,74,930,3129,3496,3264,1849,1035,532,132,14441,143,311,325,280,175,85,42,20,5,1386,530,2948,8465,9822,8157,5304,3735,2005,283,41249,265,730,1461,1584,1514,839,373,180,41,6987,938,3989,10251,11686,9846,6228,4150,2205,329,49622,65,223,463,806,727,441,306,171,43,3245,1882,1294,2662,3191,3059,2789,3891,4286,1626,24680,2969,8284,23178,25796,23086,14034,10646,7705,2247,117945,0,41,857,1237,1446,989,378,150,28,5126,0,34,435,723,1062,507,191,66,7,3025,18,2289,7495,5561,5305,3035,1255,541,119,25618
112,253,931,2037,2256,2588,1403,431,228,72,10199,146,233,395,314,381,246,78,27,10,1830,441,1273,2718,2994,3501,2135,743,361,122,14288,13,50,119,224,468,462,282,181,57,1856,641,340,701,957,1276,1487,1663,1889,1093,10047,1148,2429,7429,10020,10967,8946,4747,3175,1487,50348,0,7,139,422,588,301,141,50,7,1655,0,16,237,595,729,253,108,29,3,1970,7,553,2442,3018,3089,1335,661,316,70,11491,40,312,1281,2367,2487,1368,851,409,79,9194,76,141,157,174,147,57,26,13,6,797,323,1398,3954,5897,5199,3200,2501,1259,187,23918,168,399,705,964,862,444,260,114,14,3930,567,1938,4816,7035,6208,3701,2787,1386,207,28645,38,96,361,731,629,383,347,211,46,2842,1398,786,1783,2297,2336,2043,3081,3097,1027,17848,2050,3708,11059,16465,16066,9384,7976,5498,1439,73645,0,17,236,536,816,576,212,87,12,2492,3,16,249,506,775,483,154,43,6,2235,10,598,3164,3698,4039,2395,969,481,98,15452
