SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
101021007,0,3,0,65,0,0,0,0,0,5,0,0,0,0,35,39,3,0,0,0,0,0,0,0,0,3,4,11,122,43,7,93,10,61,10,64,10,205,40,670
101021008,0,0,0,89,3,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,0,3,4,9,247,23,12,109,13,77,7,45,6,239,34,808
101021009,0,8,0,117,0,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,3,9,11,382,51,9,187,22,120,12,48,14,249,36,1132
101021010,0,8,0,76,0,0,3,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0,0,0,0,0,5,7,185,22,9,77,10,63,3,31,0,103,29,524
101021012,0,5,0,270,0,0,3,0,0,0,0,0,0,0,41,49,4,0,0,0,0,0,0,0,0,4,3,9,361,36,9,131,22,121,15,66,10,291,49,1111
101021610,0,0,0,155,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,4,0,278,7,9,51,20,47,4,11,4,57,13,503
101021611,6,19,0,457,4,0,0,0,3,0,0,0,0,3,69,85,7,0,0,0,0,0,0,0,0,8,13,24,541,94,11,254,60,191,16,166,29,581,86,2035
101031013,0,3,0,20,0,0,0,3,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,3,0,4,76,17,6,56,8,25,5,22,7,110,11,339
101031014,0,3,0,54,0,0,0,0,0,0,0,0,0,0,38,44,0,0,0,0,0,0,0,0,0,7,8,21,157,30,10,101,10,83,8,59,14,281,48,795
101031015,0,3,0,46,5,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,0,0,0,0,0,0,4,10,115,27,3,81,8,27,3,36,3,152,38,493
101031016,0,3,0,74,0,0,0,0,0,0,0,0,0,0,39,44,0,0,0,0,0,0,0,0,0,5,4,15,192,74,4,153,9,62,12,65,10,189,50,816
101041017,0,8,0,38,0,0,0,0,0,0,0,0,0,6,30,41,0,0,0,0,0,0,0,0,0,15,6,25,104,48,11,120,10,79,15,99,19,669,49,1208
101041018,4,12,0,73,0,0,0,3,0,3,0,0,0,11,44,65,0,0,3,0,0,0,0,0,0,9,16,34,132,63,10,126,9,82,19,136,19,759,74,1441
101041019,0,11,0,66,0,3,0,3,0,0,0,0,0,0,42,49,0,0,0,0,0,0,0,0,0,8,5,16,148,69,7,134,12,68,18,98,13,492,56,1116
101041020,0,8,0,61,3,0,0,0,0,0,0,0,0,5,44,58,0,0,0,0,0,0,0,0,0,8,8,20,176,115,18,206,22,98,23,147,20,547,58,1436
101041021,0,3,0,29,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,4,4,11,53,26,4,35,11,31,8,47,8,298,26,553
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
101041023,0,0,0,10,0,0,0,0,0,0,0,0,0,3,21,24,0,0,0,0,0,0,0,0,0,0,8,15,51,26,0,51,4,35,4,41,9,215,32,468
101041024,0,3,0,25,0,0,0,0,0,0,0,0,0,4,14,20,0,0,0,0,0,0,0,0,0,6,3,9,69,44,3,72,5,45,4,45,11,245,16,566
101041025,0,17,0,86,0,0,0,0,0,0,0,0,0,0,68,73,0,0,0,0,0,0,0,0,0,13,8,24,199,95,10,182,24,89,21,170,22,968,78,1855
101041026,0,8,0,58,0,4,0,0,0,3,0,0,0,10,40,52,0,0,0,0,0,0,0,4,0,6,12,24,126,70,15,137,11,73,6,131,19,775,58,1430
101041027,0,11,0,58,0,0,0,0,0,0,0,0,0,12,57,70,4,0,0,0,0,0,4,0,0,13,10,35,102,96,5,153,20,89,25,167,26,926,82,1689
101051539,0,8,0,163,0,0,4,0,0,0,0,0,0,10,74,84,0,0,3,0,0,0,0,0,3,18,17,46,522,126,28,374,50,220,18,158,26,937,101,2559
101051540,0,13,0,155,0,0,0,0,0,3,0,0,0,6,70,89,0,0,0,0,0,0,0,0,0,14,15,38,358,101,17,291,31,187,24,157,34,633,99,1936
101061541,0,0,0,64,0,0,0,0,0,0,0,3,0,3,12,21,0,0,3,0,0,0,0,0,0,5,7,13,141,29,12,90,18,65,7,57,7,271,22,716
101061542,4,18,0,307,0,0,0,0,4,0,0,0,0,0,40,45,3,0,0,0,0,0,0,0,0,9,3,20,389,76,14,233,41,146,13,130,18,394,49,1514
101061543,0,5,0,53,0,0,0,0,0,0,0,0,0,6,50,58,4,3,0,0,0,0,0,0,0,16,14,36,205,63,7,126,20,101,11,87,11,491,70,1194
101061544,0,0,0,56,0,0,0,0,0,0,0,0,0,0,42,53,5,0,0,0,0,0,0,0,0,17,9,34,192,66,8,134,16,79,16,74,6,360,64,1028
102011028,0,13,0,132,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0,0,0,0,0,0,0,0,3,0,96,44,7,85,23,81,11,65,13,326,32,784
102011029,0,29,0,187,0,0,0,0,0,0,0,0,0,5,43,54,0,0,0,0,0,4,0,0,0,10,10,18,136,79,8,121,32,113,23,135,30,760,63,1495
102011030,0,3,0,79,0,0,0,0,0,0,0,0,0,4,16,23,0,0,0,0,0,0,0,0,0,6,0,9,101,38,14,60,14,62,10,36,19,189,19,559
102011031,0,13,0,144,0,0,0,0,0,0,0,0,0,6,30,41,0,0,0,0,0,0,0,0,0,16,12,33,147,75,12,143,36,102,25,133,24,955,57,1722
102011032,0,16,0,199,0,3,0,3,0,4,0,0,0,3,52,69,0,0,0,0,0,0,0,0,0,6,3,16,436,151,33,349,112,229,45,164,46,680,74,2304
102011033,0,0,0,44,8,0,0,0,0,0,0,0,0,3,7,21,0,0,0,0,0,0,0,0,0,3,3,6,125,21,7,91,28,69,13,43,3,128,15,547
102011034,0,0,0,40,0,0,0,0,0,0,0,4,0,5,18,28,0,0,0,0,0,0,0,0,0,15,6,24,65,33,6,83,20,55,10,69,16,456,33,854
102011035,5,3,0,55,0,0,0,0,0,0,4,0,0,4,14,25,0,0,0,0,0,0,0,0,0,0,0,0,115,39,5,97,32,60,11,51,12,257,21,715
102011036,0,7,0,67,0,0,0,0,0,0,0,0,0,4,22,28,0,0,0,0,0,0,0,0,0,3,3,7,122,49,0,96,23,76,15,44,10,287,29,748
102011037,0,9,0,86,0,0,0,0,0,0,0,0,0,9,15,21,0,0,0,0,0,0,0,0,0,8,0,12,118,38,3,82,22,65,11,41,21,292,20,705
102011038,0,10,0,69,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,4,0,8,6,10,117,36,3,86,29,59,17,58,20,426,24,880
102011039,0,25,0,260,0,0,0,0,0,0,0,4,0,8,40,59,0,0,0,0,0,0,0,0,0,16,6,25,237,87,18,174,58,151,24,142,44,772,52,1753
102011040,0,26,0,254,3,0,0,0,0,3,0,3,0,6,76,102,0,0,0,0,0,4,0,0,5,24,16,46,351,108,26,256,76,271,55,235,61,1362,107,2903
102011041,0,7,0,125,0,0,0,0,0,0,0,0,3,3,28,33,0,0,0,0,0,0,0,0,0,12,8,18,159,68,14,119,28,65,16,87,27,549,46,1174
102011042,0,7,0,128,0,0,0,0,0,0,0,0,0,7,41,54,0,0,0,0,0,0,0,0,0,13,16,30,233,55,18,164,40,142,20,105,25,727,71,1599
102011043,0,3,0,59,0,0,0,0,0,0,0,0,0,7,30,37,0,0,0,0,0,0,0,0,0,4,3,16,206,32,13,119,42,97,26,69,20,485,38,1145
102021044,0,6,0,110,0,0,0,0,0,0,0,0,0,5,47,60,0,0,0,0,0,0,0,0,0,13,15,29,341,106,22,269,78,169,39,149,46,977,78,2273
102021045,0,4,0,26,0,0,0,0,3,0,0,0,0,3,45,52,0,0,0,0,0,0,0,0,0,5,11,20,156,45,8,131,54,92,21,66,22,335,59,988
102021046,0,0,0,34,0,0,0,0,0,0,0,0,0,7,28,40,0,0,0,0,0,0,4,0,0,11,8,17,119,44,15,115,36,100,20,68,24,549,49,1137
102021047,3,18,0,116,0,0,0,0,0,0,0,0,0,9,37,44,0,0,0,0,0,0,0,0,0,12,3,17,281,84,18,207,45,132,41,123,38,703,52,1730
102021048,0,3,0,59,0,0,0,0,0,0,0,4,0,15,70,93,0,0,0,5,0,0,0,0,0,20,15,43,281,74,34,223,69,207,42,150,58,973,106,2218
102021049,0,4,0,65,0,0,0,0,0,0,0,0,0,6,12,11,0,0,0,0,0,0,0,0,0,0,0,3,71,27,7,58,9,41,3,33,13,129,11,394
102021050,0,8,0,46,0,0,0,0,0,4,0,0,0,10,49,67,0,0,0,0,0,0,0,0,0,23,24,50,133,41,8,105,30,115,22,91,32,913,83,1574
102021051,4,0,0,59,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,7,80,37,5,62,21,41,21,50,17,174,13,530
102021052,0,5,0,41,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,4,9,8,97,29,9,88,18,55,16,63,15,442,35,859
102021053,0,12,0,110,0,0,0,0,0,0,0,4,0,11,48,67,0,0,0,0,0,0,0,0,0,19,14,34,216,76,28,166,55,130,29,150,34,887,83,1848
102021054,0,11,0,55,0,0,0,0,0,0,0,0,0,4,39,48,0,0,0,0,0,0,0,0,0,11,6,17,120,51,12,111,38,80,15,73,29,546,49,1126
102021055,0,5,0,26,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,3,0,9,87,14,5,57,12,48,7,31,16,187,15,477
102021056,0,3,0,79,3,0,0,0,0,0,0,0,0,5,48,62,0,0,0,0,0,0,0,0,0,10,9,24,288,54,7,182,56,153,28,75,31,667,67,1617
102021057,0,0,0,39,0,0,0,0,0,0,0,0,0,5,25,32,0,0,0,0,4,0,0,0,0,7,6,14,147,34,18,101,30,87,11,59,20,341,40,877
103011059,0,4,0,71,0,0,0,3,0,5,0,0,0,0,34,50,0,0,0,0,0,0,0,0,0,5,4,15,252,42,12,149,14,107,18,92,15,454,51,1213
103011060,0,8,0,76,0,0,0,0,0,0,0,0,0,3,41,43,0,0,0,0,0,0,0,0,0,8,4,17,182,55,7,117,12,99,12,79,24,244,50,871
103011061,0,0,0,24,0,0,0,0,0,0,0,3,0,0,20,27,0,0,0,0,0,0,0,0,0,5,4,11,121,31,9,90,11,62,5,52,7,191,30,611
103011612,0,0,0,65,0,0,0,0,0,0,0,0,0,3,44,51,3,0,0,0,0,0,0,0,0,10,11,25,202,52,8,157,13,92,6,69,12,359,57,1039
103011613,0,9,0,125,4,0,0,0,0,0,0,0,3,3,55,66,5,0,0,0,0,0,0,0,0,10,4,16,334,64,7,200,32,133,17,127,16,516,68,1504
103021062,0,0,0,37,0,0,0,3,0,0,0,0,0,3,24,32,3,0,0,0,0,0,0,0,0,0,14,21,163,36,9,106,11,76,6,34,7,184,38,668
103021063,0,0,0,34,0,0,0,0,0,0,0,0,0,7,38,50,5,3,0,0,0,0,0,0,0,14,14,35,166,41,15,135,9,99,14,82,11,456,72,1092
103021064,0,0,0,37,0,0,0,0,0,0,0,0,0,4,30,38,0,0,0,0,0,0,0,0,0,9,10,24,134,42,6,115,6,62,4,47,10,298,46,769
103021065,0,8,0,75,3,0,0,0,0,4,0,4,0,7,53,67,0,0,0,0,0,0,0,0,0,10,5,20,264,50,11,169,14,88,8,73,17,418,66,1190
103021066,0,0,0,29,0,0,0,0,0,0,0,0,0,0,15,19,3,0,0,0,0,0,0,0,0,3,7,19,84,35,3,73,9,37,4,32,11,205,25,507
103021067,0,0,0,58,0,0,0,0,0,4,0,0,0,0,51,55,0,0,0,0,0,0,0,0,0,8,5,17,240,29,3,170,6,110,7,91,13,424,62,1161
103021068,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,3,3,82,14,0,56,8,42,3,31,4,101,19,360
103021069,0,3,0,36,4,0,0,0,0,0,0,0,0,0,31,42,0,0,5,0,0,3,0,0,0,3,8,24,130,26,7,108,10,54,9,45,5,229,39,668
103031070,0,7,0,80,0,0,0,0,0,3,0,0,0,7,45,58,0,0,0,0,0,0,0,0,0,19,12,30,183,41,5,150,22,103,16,100,19,612,76,1322
103031071,0,3,0,83,0,0,0,0,0,4,0,0,0,6,39,43,0,0,0,0,0,0,0,0,0,5,7,17,133,47,15,146,22,112,13,85,18,411,57,1064
103031072,0,8,0,159,0,0,0,0,0,0,0,3,0,3,46,57,7,0,0,0,0,0,0,0,0,15,8,26,304,57,12,228,32,125,16,81,10,426,57,1346
103031073,0,6,0,25,0,0,0,0,0,0,0,0,0,7,18,26,0,0,0,0,0,0,0,0,0,6,4,8,54,21,4,62,9,38,0,40,9,208,24,462
103031074,0,5,0,85,0,0,0,0,0,3,0,0,0,3,57,67,5,4,3,0,0,0,0,4,0,15,14,39,234,83,27,200,16,127,16,120,26,426,82,1365
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,6,0,60,5,0,0,0,0,5,0,0,4,4,45,55,0,0,0,0,0,0,0,0,0,4,7,18,195,47,3,128,15,91,9,59,11,258,56,862
103041077,5,11,0,129,0,0,0,0,0,4,0,0,0,10,61,72,0,0,0,0,0,0,0,0,0,20,16,34,385,82,8,259,32,173,17,144,21,682,88,1883
103041078,0,8,0,230,5,0,0,3,0,0,0,0,0,7,76,87,0,0,0,0,0,0,0,0,0,14,6,29,607,88,5,337,36,199,18,143,22,685,91,2234
103041079,0,11,0,162,3,0,0,3,0,0,0,6,0,5,48,62,5,0,0,0,0,0,0,0,4,11,3,28,314,110,17,235,16,127,11,113,23,419,65,1458
104011080,0,13,0,83,0,0,0,4,0,0,0,0,0,6,61,78,0,0,0,0,0,0,0,0,0,25,5,35,288,81,12,262,17,159,11,157,26,959,84,2063
104011081,3,14,0,84,0,0,0,0,0,0,0,4,0,4,81,94,0,0,0,0,0,0,0,0,0,13,22,39,308,91,23,276,26,183,17,181,39,976,128,2249
104011082,4,17,0,96,0,0,0,0,4,0,0,7,0,13,99,121,0,0,0,0,0,0,0,0,0,20,12,38,224,144,13,236,20,155,18,238,29,1590,137,2810
104021083,0,4,0,31,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,0,0,7,64,63,7,94,10,57,9,78,13,242,26,670
104021084,0,14,0,80,0,0,0,4,0,0,0,0,3,10,59,85,0,0,0,0,0,0,0,3,0,24,12,44,294,102,10,256,24,119,15,168,23,868,85,1972
104021085,3,7,0,69,3,0,0,4,0,0,0,0,0,0,40,43,0,0,0,0,0,0,0,0,0,16,8,27,172,70,5,165,15,80,14,69,18,521,51,1191
104021086,0,0,0,23,0,0,0,0,0,0,0,0,0,4,21,22,0,0,0,0,0,0,0,0,0,4,0,7,97,33,0,71,10,36,3,46,6,158,30,494
104021087,0,3,0,16,0,0,0,0,0,0,0,0,0,0,19,23,6,0,0,0,0,0,0,0,0,6,8,22,72,39,3,60,5,30,8,60,6,169,32,471
104021088,0,10,0,137,0,0,0,0,0,0,0,0,0,0,45,42,0,0,0,0,0,0,0,0,0,9,3,19,223,88,8,202,8,102,14,126,15,569,53,1405
104021089,4,9,0,96,0,0,0,0,0,7,0,0,0,8,62,75,0,0,3,0,0,0,0,0,0,13,15,34,294,123,10,314,36,155,24,178,22,1075,97,2340
104021090,0,5,0,25,0,0,0,0,0,0,0,4,0,4,19,27,0,0,0,0,0,0,0,0,0,12,7,15,67,35,7,80,8,51,12,58,16,339,28,697
104021091,0,10,0,68,0,3,0,0,0,0,0,0,0,9,54,74,5,4,0,0,0,0,0,0,0,13,13,37,236,117,11,199,21,133,10,166,26,815,75,1807
105011092,0,0,0,24,0,0,0,0,0,5,0,4,0,0,18,27,0,0,3,0,0,0,0,0,0,0,10,12,92,18,11,33,5,23,0,9,6,55,29,274
105011093,0,0,0,33,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,0,8,3,13,99,12,6,62,6,41,7,25,11,87,32,390
105011094,0,0,0,31,0,0,0,0,0,3,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,9,3,16,115,15,3,49,8,33,0,17,3,94,23,368
105011095,0,5,0,40,0,0,0,0,0,0,0,0,0,3,28,34,3,0,0,0,0,0,0,0,0,8,9,23,141,11,6,86,3,40,0,24,7,141,43,512
105011096,0,0,0,29,0,0,0,0,0,0,0,0,0,0,24,27,3,0,0,0,0,0,0,0,0,4,0,11,132,26,4,62,7,45,6,26,6,146,33,492
105021097,3,8,0,88,0,0,0,0,0,6,0,0,0,8,100,117,3,3,3,0,0,4,0,0,0,32,13,55,347,60,18,216,39,194,18,125,33,755,127,1935
105021098,0,3,0,20,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,0,0,0,3,0,18,63,3,8,29,4,26,0,9,0,62,15,222
105031099,0,3,0,46,0,0,0,0,0,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,0,12,5,27,158,42,5,125,9,66,6,78,9,372,46,922
105031100,0,5,0,63,0,0,0,0,0,0,0,0,3,4,45,56,0,0,0,0,0,0,0,0,0,4,8,15,274,51,6,192,20,88,9,62,12,270,56,1046
105031101,0,12,0,130,0,0,0,0,3,0,0,0,0,10,87,103,0,0,0,6,0,0,0,0,0,17,15,42,530,87,20,300,39,151,22,101,16,559,106,1927
105031102,0,6,0,71,0,0,0,0,0,0,0,0,0,0,33,43,0,0,0,0,0,0,0,0,0,7,11,24,235,41,3,127,9,74,9,58,9,349,50,969
105031103,0,5,0,63,0,0,0,0,0,0,0,0,0,0,37,40,3,0,0,0,0,0,0,0,0,3,3,17,176,43,7,102,16,56,8,49,10,181,44,689
105031104,0,0,0,17,0,0,0,0,0,0,0,0,0,0,18,26,3,0,0,4,0,0,0,0,0,0,8,23,108,29,9,86,6,37,3,37,11,170,28,526
105031105,0,0,0,35,5,0,0,0,0,0,0,0,0,6,30,44,0,4,0,0,0,0,0,0,0,10,3,21,149,17,8,94,17,69,4,49,6,204,48,661
105031106,0,0,0,31,3,0,0,0,0,4,0,0,7,3,33,43,0,0,0,4,0,0,0,0,0,16,4,25,164,35,3,108,20,82,5,53,11,303,54,843
106011107,0,14,0,173,0,0,0,0,0,4,0,5,0,4,45,56,0,0,4,0,0,0,0,0,0,11,5,21,343,56,13,196,41,145,29,83,23,455,59,1438
106011108,0,8,0,80,0,0,0,3,4,3,0,0,0,18,61,88,0,0,4,0,0,0,0,0,0,22,12,39,283,89,21,250,44,181,23,142,42,950,90,2122
106011109,0,10,0,91,0,0,0,0,0,0,0,0,0,0,39,46,0,0,0,0,0,0,0,0,0,5,12,12,160,62,8,145,25,100,15,83,28,404,51,1080
106011110,0,4,0,97,0,0,0,0,0,0,0,3,0,0,43,51,0,0,0,0,0,0,0,0,0,4,4,17,194,84,15,160,29,108,18,105,26,470,59,1267
106011111,4,5,0,84,0,0,0,0,0,0,0,0,0,10,62,83,0,0,0,0,0,5,0,0,0,15,8,40,404,79,16,276,54,169,31,119,21,743,88,1995
106011112,0,9,0,178,4,0,0,4,0,0,0,0,0,8,82,97,0,0,0,0,0,0,0,0,0,10,10,14,358,50,12,229,28,184,14,97,33,524,99,1627
106011113,3,4,0,51,0,0,0,0,0,0,0,0,0,3,29,32,0,0,0,4,0,0,0,0,0,3,3,13,115,24,13,78,12,65,10,51,9,185,36,603
106021114,0,0,0,55,0,0,0,0,0,0,0,3,0,0,36,40,0,0,0,0,0,0,0,4,0,7,3,16,216,41,9,121,18,86,12,48,19,214,36,827
106021116,0,8,0,103,0,0,0,0,0,3,0,0,0,3,25,28,0,0,0,0,0,0,0,0,0,5,3,5,157,27,8,110,16,87,11,81,16,344,25,873
106021614,0,10,0,118,0,0,0,0,0,0,0,0,0,6,58,66,0,0,0,0,0,0,0,0,0,9,12,28,356,78,15,268,31,171,14,121,27,696,76,1838
106021615,0,12,0,104,4,0,0,0,0,0,0,0,0,15,54,73,0,0,4,0,0,0,0,0,0,11,6,22,362,72,13,220,38,152,9,97,23,674,73,1725
106021616,0,0,0,29,0,0,4,5,0,0,0,0,0,0,25,34,0,0,0,0,0,0,0,0,0,5,8,15,193,34,7,118,21,75,5,48,10,263,43,803
106021617,0,3,0,79,0,0,0,0,0,0,0,0,0,4,32,34,0,0,0,0,0,0,0,0,0,15,3,18,199,35,6,139,23,96,11,78,16,558,43,1195
106021618,0,5,0,118,0,0,0,0,0,0,0,0,0,3,65,74,3,0,0,0,0,0,0,0,0,4,4,14,453,66,7,248,34,168,9,98,31,457,75,1642
106031119,4,0,0,41,0,0,0,0,0,0,0,0,0,5,20,24,0,0,0,0,0,0,0,0,0,5,7,13,74,36,5,90,11,53,13,101,19,542,31,967
106031120,0,0,0,35,0,0,0,3,0,0,5,0,0,3,28,39,0,0,0,0,0,0,0,0,0,6,4,22,81,32,3,98,18,85,6,74,12,529,40,981
