region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
LGA10050,1732,7067,6639,1790,737,17965,652,18617
LGA10110,779,3415,2887,851,378,8310,278,8588
LGA10150,3140,7329,3450,666,262,14847,447,15294
LGA10200,3161,9392,6492,1538,582,21165,915,22080
LGA10250,1171,6116,5731,1531,595,15144,451,15595
LGA10300,73,238,314,109,62,796,33,829
LGA10350,6319,20613,19118,6039,2900,54989,2249,57238
LGA10470,1033,4653,4999,1672,845,13202,454,13656
LGA10550,666,4937,4819,1307,522,12251,423,12674
LGA10600,293,2062,1803,505,194,4857,150,5007
LGA10650,192,1225,1158,353,169,3097,147,3244
LGA10750,8518,33074,34435,10201,4313,90541,3116,93657
LGA10800,141,720,817,329,175,2182,80,2262
LGA10850,129,782,950,384,222,2467,82,2549
LGA10900,2260,10890,10094,2876,1272,27392,639,28031
LGA10950,94,347,346,132,68,987,61,1048
LGA11000,74,329,374,145,52,974,30,1004
LGA11050,44,328,349,128,82,931,35,966
LGA11100,2426,5942,3992,871,341,13572,548,14120
LGA11150,127,328,277,87,57,876,62,938
LGA11200,134,211,130,41,36,552,20,572
LGA11250,820,3148,2249,630,221,7068,367,7435
LGA11300,2177,4371,2779,745,303,10375,352,10727
LGA11350,550,4504,4159,1121,458,10792,405,11197
LGA11400,217,1226,1946,752,443,4584,120,4704
LGA11450,599,4388,8275,2712,1510,17484,390,17874
LGA11500,4438,17546,15891,5311,2519,45705,1583,47288
LGA11520,2820,11859,9765,2124,808,27376,643,28019
LGA11550,7131,19291,12716,3369,1467,43974,1953,45927
LGA11600,50,283,357,156,95,941,43,984
LGA11700,104,274,193,73,48,692,45,737
LGA11720,1171,6149,6801,2207,1247,17575,653,18228
LGA11730,1444,7834,6605,1909,790,18582,675,19257
LGA11750,135,647,609,182,86,1659,63,1722
LGA11800,2093,10447,9105,2501,1028,25174,903,26077
LGA11860,7,105,235,116,70,533,16,549
LGA12000,79,465,577,205,119,1445,44,1489
LGA12050,287,1375,1399,431,226,3718,110,3828
LGA12150,182,500,501,174,111,1468,68,1536
LGA12200,272,1161,984,295,137,2849,106,2955
LGA12300,251,1669,1683,450,181,4234,175,4409
LGA12350,386,1681,1629,565,269,4530,211,4741
LGA12500,290,1073,1054,257,90,2764,149,2913
LGA12600,1098,4951,5161,1604,751,13565,474,14039
LGA12700,143,909,1208,495,269,3024,89,3113
LGA12750,885,6233,4905,1302,492,13817,518,14335
LGA12850,6710,18918,17632,6702,3441,53403,2434,55837
LGA12900,258,1225,1327,401,197,3408,155,3563
LGA12950,119,540,566,218,137,1580,71,1651
LGA13010,286,1301,1127,399,199,3312,156,3468
LGA13050,142,770,696,238,93,1939,61,2000
LGA13100,5969,23954,20983,5728,2617,59251,2046,61297
LGA13310,896,3731,3605,1253,600,10085,373,10458
LGA13320,1010,6675,4492,1130,451,13758,548,14306
LGA13340,136,1043,1364,611,319,3473,138,3611
LGA13380,1419,7120,6410,1786,787,17522,638,18160
LGA13450,654,2619,3235,1022,563,8093,361,8454
LGA13500,78,432,562,186,105,1363,41,1404
LGA13550,344,1497,1632,577,286,4336,154,4490
LGA13650,92,487,598,257,117,1551,62,1613
LGA13660,128,685,675,325,142,1955,61,2016
LGA13700,107,463,534,188,103,1395,43,1438
LGA13800,1009,5893,7886,3214,2275,20277,567,20844
LGA13850,99,415,399,117,80,1110,56,1166
LGA13950,4003,13418,10378,2767,1368,31934,1079,33013
LGA14000,3788,19022,20372,5845,2694,51721,951,52672
LGA14100,419,1510,1729,480,240,4378,109,4487
LGA14150,3537,11306,8658,2311,967,26779,769,27548
LGA14200,523,2147,2123,713,347,5853,228,6081
LGA14250,36,154,194,80,64,528,17,545
LGA14300,132,630,664,242,146,1814,73,1887
LGA14350,902,4224,3603,1099,446,10274,342,10616
LGA14400,341,2574,2998,890,404,7207,208,7415
LGA14450,2256,7801,6270,1744,764,18835,513,19348
LGA14500,1478,11294,16024,4574,1796,35166,609,35775
LGA14550,229,1438,1267,386,171,3491,112,3603
LGA14600,191,777,844,367,181,2360,116,2476
LGA14650,5026,24666,26347,8418,3964,68421,2137,70558
LGA14700,1135,5391,4020,825,272,11643,237,11880
LGA14750,281,1280,1388,454,257,3660,130,3790
LGA14800,3166,10700,5910,823,234,20833,484,21317
LGA14850,1311,6188,5964,1702,699,15864,480,16344
LGA14870,831,2664,2594,872,488,7449,335,7784
LGA14900,5026,16426,19711,6932,3433,51528,2066,53594
LGA14920,215,1038,1015,385,202,2855,96,2951
LGA14950,42,316,438,176,114,1086,40,1126
LGA15050,1635,7679,9571,3030,1543,23458,639,24097
LGA15150,1857,6692,4908,1001,312,14770,364,15134
LGA15200,6251,14938,6409,1077,416,29091,886,29977
LGA15270,527,2877,3097,1045,511,8057,305,8362
LGA15300,474,1477,1634,529,307,4421,240,4661
LGA15350,1259,4870,3433,735,244,10541,203,10744
LGA15500,140,968,1052,293,146,2599,110,2709
LGA15550,52,282,292,112,69,807,29,836
LGA15650,386,1802,2124,725,311,5348,186,5534
LGA15700,659,3366,2370,645,240,7280,335,7615
LGA15750,341,1465,1724,686,347,4563,220,4783
LGA15800,172,807,764,262,125,2130,115,2245
LGA15850,199,807,837,315,182,2340,111,2451
LGA15900,6686,22555,20026,5079,2040,56386,2064,58450
LGA15950,4948,15581,6242,841,244,27856,572,28428
LGA16100,89,584,738,283,122,1816,71,1887
LGA16150,1183,5020,4980,1474,668,13325,540,13865
LGA16180,81,1049,2091,932,581,4734,112,4846
LGA16200,494,1952,1859,575,330,5210,194,5404
LGA16250,7970,23773,16974,4175,1941,54833,1870,56703
LGA16350,4451,19274,22017,7626,4291,57659,1733,59392
LGA16370,808,5887,8918,2510,1171,19294,480,19774
LGA16380,2236,12236,9942,2645,1028,28087,975,29062
LGA16400,1342,9006,8819,2774,1298,23239,738,23977
LGA16470,921,4913,5175,1763,952,13724,388,14112
LGA16550,8884,20773,12777,2620,934,45988,1574,47562
LGA16610,757,3231,2915,854,359,8116,343,8459
LGA16650,4688,15193,9879,2519,966,33245,1162,34407
LGA16700,4781,16198,11808,2788,1185,36760,919,37679
LGA16900,1584,7594,8403,2819,1315,21715,723,22438
LGA16950,2366,15020,12461,3468,1428,34743,1189,35932
LGA17000,343,2043,3272,1250,642,7550,207,7757
LGA17050,86,675,963,332,184,2240,125,2365
LGA17100,1650,4656,3279,975,457,11017,361,11378
LGA17150,5046,24508,30000,9144,4773,73471,1880,75351
LGA17200,28299,32497,8705,1106,371,70978,2196,73174
LGA17310,1552,7453,7747,2477,1128,20357,786,21143
LGA17350,185,819,793,273,128,2198,93,2291
LGA17400,213,1003,906,299,170,2591,93,2684
LGA17420,1419,13090,24979,8440,4516,52444,853,53297
LGA17450,67,443,476,162,89,1237,53,1290
LGA17500,287,1464,1523,490,275,4039,162,4201
LGA17550,2642,14276,11225,2987,1253,32383,1274,33657
LGA17620,334,1701,2024,684,329,5072,171,5243
LGA17640,98,787,1114,446,279,2724,75,2799
LGA17650,106,681,853,310,189,2139,65,2204
LGA17700,17,149,154,51,51,422,23,445
LGA17750,1561,7491,8235,2543,1117,20947,769,21716
LGA17800,72,473,581,207,107,1440,73,1513
LGA17850,73,364,463,188,86,1174,43,1217
LGA17900,342,929,679,217,149,2316,174,2490
LGA17950,94,333,365,157,95,1044,56,1100
LGA18000,3981,18856,19491,4839,2245,49412,1225,50637
LGA18020,253,1330,1238,436,248,3505,159,3664
LGA18050,5016,11341,6230,1088,367,24042,829,24871
LGA18100,96,499,511,203,136,1445,55,1500
LGA18150,353,1072,1012,342,163,2942,122,3064
LGA18200,197,718,954,333,143,2345,118,2463
LGA18250,3393,11250,7535,1501,541,24220,481,24701
LGA18350,833,6065,6387,1891,1022,16198,493,16691
LGA18400,463,3249,5553,2487,1774,13526,425,13951
LGA18450,8201,26783,24315,6968,3090,69357,2408,71765
LGA18500,3074,9159,5867,1223,523,19846,618,20464
LGA18550,4544,22070,18995,5548,2555,53712,2198,55910
LGA18710,181,1250,2134,945,568,5078,100,5178
LGA18750,363,1653,1567,537,280,4400,172,4572
LGA19399,39,134,99,60,45,377,13,390
LGA19499,0,0,0,0,0,0,0,0
