region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA2000,87,38,125,1195,504,18,1717,15515,4501,21733
POA2006,7,0,7,21,45,3,69,912,160,1141
POA2007,19,4,23,392,139,3,534,4761,1403,6698
POA2008,13,6,19,336,177,18,531,4686,759,5976
POA2009,25,6,31,1125,395,21,1541,7760,1298,10599
POA2010,226,65,294,1319,765,49,2133,18526,3562,24221
POA2011,205,142,354,906,629,23,1558,12824,2855,17237
POA2015,24,9,33,999,327,44,1370,5532,623,7525
POA2016,85,48,133,852,427,29,1308,8241,1655,11204
POA2017,105,48,153,1072,411,24,1507,9618,2233,13358
POA2018,158,38,202,2314,696,38,3048,8275,1429,12752
POA2019,147,17,167,1673,473,74,2220,4244,513,6977
POA2020,87,26,117,1473,475,38,1986,5931,660,8577
POA2021,94,67,164,1718,691,48,2457,8548,1517,12522
POA2022,214,49,273,1558,504,57,2119,6380,1389,9888
POA2023,159,53,221,1610,667,58,2335,5277,1242,8854
POA2024,263,113,376,1775,566,78,2419,5565,1143,9127
POA2025,223,60,286,1001,435,26,1462,4060,623,6145
POA2026,361,101,468,3901,1298,223,5422,16955,3850,26227
POA2027,306,92,398,731,487,11,1229,4356,959,6544
POA2028,138,27,169,527,273,9,809,2774,506,4089
POA2029,203,37,240,1522,596,60,2178,4816,753,7747
POA2030,292,66,365,2468,817,66,3351,6726,939,11016
POA2031,681,104,791,5010,1428,232,6670,18281,2292,27243
POA2032,242,38,283,1889,519,58,2466,9648,1205,13319
POA2033,186,26,212,1256,474,31,1761,6922,945,9628
POA2034,269,52,330,2776,903,123,3802,10819,1649,16270
POA2035,657,116,782,4964,1747,179,6890,18175,2703,27768
POA2036,489,123,619,4084,1437,138,5659,13456,3081,22196
POA2037,100,22,122,1324,592,68,1984,9123,1299,12406
POA2038,73,8,81,1432,362,76,1870,4931,461,7262
POA2039,33,3,36,1379,378,53,1810,4350,445,6605
POA2040,253,107,365,3754,934,179,4867,11011,1274,17152
POA2041,113,32,145,2320,773,94,3187,8269,943,12399
POA2042,67,20,90,1904,746,95,2745,11521,1674,15940
POA2043,13,9,22,844,256,49,1149,4682,262,6093
POA2044,58,14,72,1019,312,34,1365,4151,620,6136
POA2045,201,63,267,1150,343,31,1524,3426,477,5427
POA2046,471,111,585,4259,1388,137,5784,13794,1310,20888
POA2047,217,101,321,1742,592,49,2383,6215,980,9578
POA2048,84,4,88,1077,329,49,1455,4673,489,6617
POA2049,85,43,128,1510,489,70,2069,6029,782,8880
POA2050,29,0,29,627,236,34,897,4623,617,6137
POA2052,0,0,0,18,30,0,48,1681,72,1801
POA2060,203,68,274,1222,715,44,1981,7993,1115,11089
POA2061,82,20,102,472,322,11,805,3762,726,5293
POA2062,61,19,84,1078,345,47,1470,3861,418,5749
POA2063,114,12,133,1158,350,61,1569,2735,216,4520
POA2064,110,21,131,1639,301,58,1998,4734,348,7080
POA2065,310,53,370,3848,1226,153,5227,16644,1654,23525
POA2066,614,114,737,5194,1402,201,6797,14268,1153,22218
POA2067,487,56,543,3759,922,104,4785,12765,1452,19002
POA2068,309,42,361,3260,775,130,4165,7420,662,12247
POA2069,296,50,349,2618,817,121,3556,6224,539,10319
POA2070,310,66,385,2388,679,79,3146,5789,571,9506
POA2071,326,119,448,2154,679,75,2908,6324,605,9837
POA2072,233,27,260,1174,351,31,1556,3573,231,5360
POA2073,280,44,332,3045,891,145,4081,7664,485,12230
POA2074,821,104,934,3682,1306,171,5159,10694,885,16738
POA2075,400,73,483,3256,1308,130,4694,9602,714,15010
POA2076,653,172,839,4194,1528,176,5898,12018,985,18901
POA2077,575,118,700,6599,1710,254,8563,18255,1532,28350
POA2079,79,14,93,1378,413,71,1862,3546,183,5591
POA2080,18,4,22,295,109,17,421,768,54,1243
POA2081,26,8,34,1106,329,49,1484,2273,155,3912
POA2082,31,11,42,1153,401,67,1621,2559,179,4359
POA2083,13,3,16,245,97,26,368,812,78,1258
POA2084,18,43,61,611,249,40,900,1712,190,2802
POA2085,416,62,478,1922,868,104,2894,5246,365,8505
POA2086,113,16,132,2688,916,152,3756,5901,405,10062
POA2087,267,37,308,2516,771,113,3400,5515,497,9412
POA2088,688,135,838,4557,1493,182,6232,14274,1926,22432
POA2089,190,46,240,1239,498,32,1769,7229,969,9967
POA2090,172,46,218,1812,639,51,2502,7568,1148,11218
POA2092,118,17,140,1425,327,70,1822,2931,244,4997
POA2093,456,50,512,4474,1210,214,5898,9924,864,16686
POA2094,87,21,108,995,321,46,1362,2899,286,4547
POA2095,242,102,347,2000,823,73,2896,8746,1479,13121
POA2096,183,35,221,2452,738,133,3323,7299,707,11329
POA2097,224,43,271,2805,961,118,3884,6851,617,11352
POA2099,634,122,767,6441,2045,275,8761,19212,1966,29939
POA2100,401,111,520,3761,1133,160,5054,9296,991,15341
POA2101,866,121,996,3099,1150,120,4369,9368,1004,14741
POA2102,115,47,168,1320,370,69,1759,2624,305,4688
POA2103,331,72,409,1674,719,86,2479,5365,523,8367
POA2104,238,32,270,426,265,33,724,1762,182,2668
POA2105,12,6,18,335,147,13,495,909,90,1494
POA2106,122,34,156,1560,586,103,2249,4518,540,7307
POA2107,262,53,318,2721,1010,135,3866,6942,608,11416
POA2108,38,10,48,224,187,21,432,1042,153,1627
POA2109,178,73,251,68,55,6,129,1246,349,1724
POA2110,515,60,583,1575,596,58,2229,5210,444,7883
POA2111,255,41,304,2324,780,116,3220,7171,566,10957
POA2112,585,112,702,4699,1364,163,6226,15116,1302,22644
POA2113,330,49,382,2740,798,95,3633,9537,800,13970
POA2114,256,58,326,3595,947,94,4636,12205,1067,17908
POA2115,202,33,239,1590,482,49,2121,5000,541,7662
POA2116,56,21,77,1137,291,46,1474,3112,312,4898
POA2117,209,49,263,3136,957,115,4208,10103,1146,15457
POA2118,268,164,432,3733,1339,122,5194,11378,1040,17612
POA2119,294,27,334,1852,827,88,2767,5855,256,8878
POA2120,294,41,338,3578,1259,165,5002,10029,617,15648
POA2121,391,45,444,4219,1325,153,5697,13895,788,20380
POA2122,564,98,669,4265,1323,114,5702,17062,1626,24390
POA2125,197,27,230,2772,1094,127,3993,8655,402,13050
POA2126,356,31,395,3220,1082,101,4403,10318,507,15228
POA2127,30,3,36,1494,304,39,1837,4164,615,6616
POA2128,9,0,9,315,53,6,374,935,1438,2747
POA2129,0,0,0,0,0,0,0,4,0,4
POA2130,117,17,134,968,265,63,1296,3934,402,5632
POA2131,611,119,733,3062,717,57,3836,13558,1742,19136
POA2132,215,57,279,1693,557,64,2314,5649,615,8578
POA2133,122,31,156,1798,524,53,2375,5707,636,8718
POA2134,208,82,299,1505,456,35,1996,8037,947,10980
POA2135,560,81,656,2972,976,70,4018,14024,1870,19912
POA2136,74,30,104,1049,355,22,1426,3641,462,5529
POA2137,379,54,436,3922,1344,110,5376,12800,1483,19659
POA2138,141,14,155,2069,488,59,2616,7735,1022,11373
POA2139,0,0,0,0,6,0,6,42,7,55
POA2140,69,19,88,1894,348,36,2278,7043,1185,10506
POA2141,334,57,394,3662,1006,80,4748,14487,1654,20889
POA2142,165,45,216,3244,810,75,4129,11472,2290,17891
POA2143,113,25,141,1124,320,21,1465,3755,643,5863
POA2144,313,50,369,4818,968,63,5849,17132,3012,25993
POA2145,849,297,1160,12589,3610,301,16500,36129,4164,56793
POA2146,129,24,157,2710,898,81,3689,7997,809,12495
POA2147,411,72,489,5989,2098,239,8326,17805,1723,27854
POA2148,707,170,883,9998,3000,277,13275,29551,3430,46256
POA2150,257,29,292,3716,631,42,4389,14510,2268,21167
POA2151,412,42,457,3179,1085,95,4359,10760,1520,16639
POA2152,205,114,323,1723,632,69,2424,5343,587,8354
POA2153,606,126,747,9920,3568,369,13857,25834,1726,41417
POA2154,798,318,1130,6523,2274,241,9038,19830,1712,30580
POA2155,140,16,156,9940,2220,383,12543,17928,1374,31845
POA2156,168,13,187,2013,828,85,2926,6621,414,9961
POA2157,29,6,38,622,219,31,872,1867,170,2909
POA2158,185,21,210,1345,544,58,1947,4446,345,6738
POA2159,116,18,137,723,368,48,1139,2381,160,3680
POA2160,414,158,572,4915,1342,87,6344,16797,2695,25836
POA2161,427,80,512,4179,1191,94,5464,14144,2064,21672
POA2162,319,69,388,2534,736,61,3331,9072,924,13327
POA2163,159,26,188,1146,316,18,1480,4497,1001,6978
POA2164,202,30,232,2605,1019,65,3689,9972,1116,14777
POA2165,381,80,472,5464,1524,104,7092,21695,2292,31079
POA2166,663,171,844,7321,1875,107,9303,26428,3640,39371
POA2167,47,238,285,1251,336,30,1617,3785,728,6130
POA2168,178,49,227,6400,1724,150,8274,20400,3190,31864
POA2170,916,189,1115,15438,4313,378,20129,46208,7259,73596
POA2171,63,11,77,4764,1054,112,5930,11046,1066,18042
POA2172,4,0,4,458,136,23,617,1039,58,1714
POA2173,25,8,33,2855,529,151,3535,5934,356,9825
POA2174,10,0,10,48,37,6,91,221,27,339
POA2175,19,4,23,242,145,9,396,998,198,1592
POA2176,384,56,448,6423,2359,143,8925,26459,2034,37418
POA2177,109,8,126,2206,753,35,2994,8237,862,12093
POA2178,45,21,66,756,281,18,1055,2449,327,3831
POA2179,116,46,162,730,264,16,1010,2782,571,4363
POA2190,338,150,488,3680,1016,101,4797,12156,1648,18601
POA2191,96,22,121,988,280,20,1288,3161,353,4802
POA2192,116,61,177,1866,611,17,2494,6620,1040,10154
POA2193,169,29,204,2226,699,109,3034,7692,854,11580
POA2194,218,29,251,3257,777,30,4064,11919,1634,17617
POA2195,205,76,284,4362,667,61,5090,11569,2327,18986
POA2196,337,95,438,4550,1288,82,5920,14449,2428,22797
POA2197,163,25,191,1159,398,43,1600,4296,547,6443
POA2198,234,12,246,1343,575,33,1951,4384,516,6851
POA2199,334,67,407,2351,675,47,3073,8156,1205,12434
POA2200,466,113,592,6374,1557,106,8037,19681,3414,31132
POA2203,116,17,133,2046,597,122,2765,7023,943,10731
POA2204,326,63,392,3520,1140,157,4817,14293,1794,20904
POA2205,196,26,222,1759,554,64,2377,7247,972,10596
POA2206,348,59,416,3078,1188,70,4336,9617,931,14884
POA2207,737,90,838,4516,1470,119,6105,14466,1494,22065
POA2208,278,55,343,1787,660,28,2475,6282,693,9450
POA2209,282,115,400,2263,769,43,3075,7786,1194,12055
POA2210,731,128,866,4214,1660,138,6012,15040,1818,22870
POA2211,433,63,506,2506,939,83,3528,8857,897,13282
POA2212,348,110,465,2213,730,65,3008,7612,935,11555
POA2213,341,53,401,3499,1229,115,4843,10422,993,16258
POA2214,22,3,28,687,362,29,1078,1918,103,3099
POA2216,440,70,518,3488,1184,70,4742,14907,2396,22045
POA2217,458,110,578,3913,1069,74,5056,12894,1650,19600
POA2218,170,36,206,2521,704,47,3272,8377,910,12559
POA2219,344,90,437,1920,741,41,2702,6851,771,10324
POA2220,409,71,489,4501,1227,80,5808,16676,1422,23906
POA2221,458,49,517,2668,887,56,3611,8479,708,12798
POA2222,207,47,257,1954,587,49,2590,6455,585,9630
POA2223,512,75,594,3396,1171,104,4671,10732,820,16223
POA2224,371,68,442,2081,1081,66,3228,7168,704,11100
POA2225,76,19,95,1084,303,63,1450,2514,195,4159
POA2226,194,37,234,2281,798,122,3201,5655,504,9360
POA2227,197,50,247,2585,1029,119,3733,6956,511,11200
POA2228,478,137,622,2821,1156,116,4093,9236,1088,14417
POA2229,697,122,830,4677,1962,204,6843,13967,1352,22162
POA2230,530,129,668,3955,2094,200,6249,15031,1575,22855
POA2231,8,4,12,443,136,23,602,1003,87,1692
POA2232,548,173,721,5395,2175,278,7848,15955,1628,25431
POA2233,380,35,419,5671,2382,290,8343,13694,877,22914
POA2234,284,22,311,5337,1901,188,7426,16338,965,24729
POA2250,1680,474,2166,10569,4181,626,15376,33240,4312,52928
POA2251,795,196,997,5259,2167,325,7751,16238,1680,25669
POA2256,480,125,609,2046,999,98,3143,8309,1204,12656
POA2257,652,339,997,4053,1868,210,6131,14503,2116,22750
POA2258,32,6,38,923,383,47,1353,2462,223,4038
POA2259,826,198,1033,9273,3445,471,13189,25959,3082,42230
POA2260,279,55,343,3576,1560,219,5355,10968,1269,17592
POA2261,1182,479,1676,7941,3525,430,11896,25826,3485,41207
POA2262,249,73,322,3329,1210,192,4731,9743,1249,15723
POA2263,692,173,871,2974,1403,163,4540,12338,1664,18542
POA2264,332,52,384,1818,963,88,2869,7296,694,10859
POA2265,241,23,264,753,375,52,1180,3027,240,4447
POA2267,38,8,46,357,213,29,599,1507,149,2255
POA2278,12,3,15,474,183,28,685,1314,97,2096
POA2280,492,101,600,4268,2228,201,6697,13530,1391,21618
POA2281,278,83,370,1916,1028,100,3044,7233,944,11221
POA2282,266,50,321,2384,1302,122,3808,7372,592,11772
POA2283,569,92,664,3275,1954,196,5425,12486,1201,19112
POA2284,353,47,404,1641,796,78,2515,5572,564,8651
POA2285,570,67,646,5083,2129,240,7452,13379,1211,22042
POA2286,28,0,28,650,275,31,956,1532,197,2685
POA2287,577,124,701,5630,2444,333,8407,16677,1524,26608
POA2289,296,79,382,3337,1508,183,5028,9401,752,15181
POA2290,662,158,827,5298,2513,293,8104,16528,1507,26139
POA2291,225,41,273,2122,1001,119,3242,7391,559,11192
POA2292,34,4,38,384,152,28,564,1331,128,2023
POA2293,23,8,31,290,146,13,449,1252,150,1851
POA2294,18,6,24,256,104,12,372,1074,129,1575
POA2295,163,21,184,702,433,65,1200,3460,358,5018
POA2296,14,6,20,236,110,25,371,1029,130,1530
POA2297,18,5,26,259,93,30,382,817,115,1314
POA2298,411,115,526,1277,601,78,1956,5351,663,7970
POA2299,226,56,287,1528,691,78,2297,5903,669,8869
POA2300,112,28,140,1032,676,66,1774,6518,750,9042
POA2302,3,0,3,51,30,3,84,393,57,534
POA2303,210,35,249,1243,603,83,1929,4948,678,7555
POA2304,499,79,581,2130,863,114,3107,8440,1115,12662
POA2305,266,52,322,2072,861,109,3042,5955,573,9570
POA2306,27,14,41,374,203,23,600,1516,298,2414
POA2307,83,11,97,525,273,30,828,2077,186,3091
POA2308,0,0,0,3,15,0,18,582,52,652
POA2311,17,0,17,106,52,7,165,480,53,698
POA2312,9,3,12,258,84,6,348,761,59,1168
POA2314,0,0,0,7,8,0,15,123,29,167
POA2315,385,180,565,1780,869,107,2756,7279,1232,11267
POA2316,51,10,61,877,385,51,1313,2769,332,4414
POA2317,182,31,217,774,428,58,1260,3467,471,5198
POA2318,63,14,77,2187,769,120,3076,5174,523,8773
POA2319,109,20,129,922,444,58,1424,3379,296,5099
POA2320,432,61,497,5445,2016,272,7733,13496,1498,22727
POA2321,90,21,111,1975,861,108,2944,5234,482,8660
POA2322,122,37,162,2965,1195,154,4314,7893,839,13046
POA2323,369,80,449,4277,1864,222,6363,11931,1265,19559
POA2324,345,66,415,3319,1611,178,5108,11667,1315,18090
POA2325,471,68,539,4144,1877,219,6240,12445,2172,20857
POA2326,116,15,131,1185,557,49,1791,3412,423,5626
POA2327,91,25,116,1164,572,64,1800,3478,500,5778
POA2328,38,3,41,433,152,29,614,1222,160,1996
POA2329,35,7,42,332,108,11,451,1042,182,1675
POA2330,223,27,253,3773,1262,196,5231,9629,1057,15917
POA2333,102,25,127,2356,798,91,3245,5781,1170,10196
POA2334,22,0,22,511,147,16,674,1057,117,1848
POA2335,33,6,39,1083,369,67,1519,2329,247,4095
POA2336,25,8,33,415,164,16,595,1138,102,1835
POA2337,148,23,171,1376,460,75,1911,3755,402,6068
POA2338,34,8,42,226,55,6,287,861,123,1271
POA2339,5,0,5,104,29,3,136,337,51,524
POA2340,755,182,945,7277,2969,365,10611,22380,2999,35990
POA2341,31,3,34,214,98,9,321,994,99,1414
POA2342,8,3,11,96,38,5,139,279,38,456
POA2343,109,16,125,640,221,31,892,2484,271,3647
POA2344,3,0,3,131,36,3,170,365,33,568
POA2345,3,3,6,113,42,6,161,412,40,613
POA2346,60,11,71,386,148,21,555,1530,175,2260
POA2347,41,9,50,243,81,9,333,1077,147,1557
POA2350,384,86,473,3587,1399,218,5204,12773,1617,19594
POA2351,0,0,0,3,32,0,35,791,33,859
POA2352,63,8,71,482,192,16,690,1353,138,2181
POA2353,23,0,23,138,68,19,225,557,38,820
POA2354,71,10,81,536,164,22,722,1955,176,2853
POA2355,8,0,8,107,47,0,154,421,60,635
POA2357,113,31,147,600,250,33,883,2271,364,3518
POA2358,51,18,69,610,261,19,890,2085,248,3223
POA2359,12,0,18,96,30,6,132,309,29,470
POA2360,210,129,342,2221,855,133,3209,7202,977,11388
POA2361,15,5,20,118,47,9,174,481,47,702
POA2365,67,15,82,528,199,23,750,1739,222,2711
POA2369,12,0,12,163,53,6,222,578,56,856
POA2370,171,28,199,1019,418,56,1493,4080,599,6172
