region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
101,4690,27751,29057,9725,4918,76141,2503,78644
102,10512,46022,39982,11272,5177,112965,4240,117205
103,5584,24764,26403,8982,4631,70364,2739,73103
104,3830,20341,17516,4914,2015,48616,1724,50340
105,4082,15354,14126,4597,2345,40504,1852,42356
106,5289,29392,33887,11159,5611,85338,2693,88031
107,10131,36946,35699,10678,4806,98260,3339,101599
108,6282,33554,26880,7382,2990,77088,2837,79925
109,3246,15259,15725,4717,2189,41136,1707,42843
110,5126,23009,23373,8003,3886,63397,2483,65880
111,11877,48055,46962,13671,6088,126653,4256,130909
112,6662,35750,31259,8588,3537,85796,3064,88860
113,3914,18536,20352,6610,3365,52777,2063,54840
114,3196,21059,18836,5353,2448,50892,1684,52576
115,1697,15213,29736,11002,6710,64358,1119,65477
116,8595,33401,34719,10263,4342,91320,3150,94470
117,35352,49091,17231,2777,1012,105463,3425,108888
118,17487,42344,25276,4988,1847,91942,3059,95001
119,22668,70259,53743,15136,6747,168553,6293,174846
120,14598,44089,27834,5841,2249,94611,2550,97161
121,14639,59252,46821,10908,4116,135736,2640,138376
122,6650,31436,33324,8345,3728,83483,2064,85547
123,5378,24522,28574,9892,5292,73658,2307,75965
124,7540,34263,36351,11952,6452,96558,2711,99269
125,16625,51866,40634,10574,4742,124441,4471,128912
126,6387,23825,19621,4914,2015,56762,1290,58052
127,11072,34128,36825,13662,7049,102736,4329,107065
128,5044,24472,29909,9113,4750,73288,1871,75159
197,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
