region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SED10001,2191,10221,10164,3011,1330,26917,1015,27932
SED10002,3801,11387,8319,2162,829,26498,1160,27658
SED10003,1702,10281,9521,2532,1013,25049,838,25887
SED10004,5707,15045,7825,1192,368,30137,816,30953
SED10005,2759,9073,7718,2341,1196,23087,958,24045
SED10006,2338,8305,8282,2985,1714,23624,1223,24847
SED10007,2165,9092,9569,3317,1721,25864,980,26844
SED10008,938,7112,10975,3181,1407,23613,429,24042
SED10009,1546,11085,9624,2573,994,25822,930,26752
SED10010,2705,9962,8504,2571,1051,24793,854,25647
SED10011,2135,9946,8874,2480,1107,24542,582,25124
SED10012,1631,8265,9336,3474,1937,24643,843,25486
SED10013,3192,8245,6836,2248,1095,21616,1074,22690
SED10014,1054,6363,10680,3751,2037,23885,595,24480
SED10015,2468,9008,7612,2445,1145,22678,783,23461
SED10016,4349,12294,7670,1873,757,26943,966,27909
SED10017,777,5969,10779,3565,1744,22834,384,23218
SED10018,1639,8646,10077,3407,1811,25580,861,26441
SED10019,1834,8740,9349,2567,1132,23622,695,24317
SED10020,2221,11189,9494,2727,1112,26743,1011,27754
SED10021,2210,10885,9429,2590,1068,26182,934,27116
SED10022,6208,15303,7550,1157,322,30540,932,31472
SED10023,2037,9236,9552,2666,1358,24849,764,25613
SED10024,714,6096,10440,3104,1287,21641,379,22020
SED10025,3002,12721,10231,2215,840,29009,679,29688
SED10026,2126,9195,9577,3044,1524,25466,946,26412
SED10027,2105,7744,8103,2589,1253,21794,756,22550
SED10028,1811,9625,9314,2405,861,24016,422,24438
SED10029,4084,9993,7609,2392,1085,25163,1309,26472
SED10030,3737,11970,8373,2005,904,26989,1072,28061
SED10031,1724,9610,9698,3063,1585,25680,849,26529
SED10032,4309,11313,7850,2266,1188,26926,1129,28055
SED10033,453,4354,10196,4265,3142,22410,425,22835
SED10034,1297,7564,9508,2775,1336,22480,494,22974
SED10035,8537,16101,7115,1314,441,33508,1278,34786
SED10036,1689,8606,9699,2902,1416,24312,447,24759
SED10037,2777,9588,8979,2529,1041,24914,820,25734
SED10038,1127,8495,9973,3177,1485,24257,648,24905
SED10039,3230,10760,8116,2149,899,25154,773,25927
SED10040,1732,9496,9928,2605,978,24739,472,25211
SED10041,1516,8648,9000,3209,1670,24043,762,24805
SED10042,4302,11569,7754,2019,934,26578,1281,27859
SED10043,2506,10051,8847,2150,878,24432,567,24999
SED10044,2024,10628,10112,2967,1271,27002,860,27862
SED10045,3486,8322,7566,2920,1460,23754,1095,24849
SED10046,2112,8207,8426,3008,1898,23651,846,24497
SED10047,1988,8061,9730,3327,1517,24623,1028,25651
SED10048,1665,8162,10711,3572,1886,25996,680,26676
SED10049,2973,12636,9662,1986,713,27970,656,28626
SED10050,4478,10682,8343,1982,812,26297,1039,27336
SED10051,7249,15070,5858,985,365,29527,871,30398
SED10052,835,5739,9795,3496,1922,21787,484,22271
SED10053,1748,7698,9303,2601,1229,22579,603,23182
SED10054,1457,8424,10122,3650,2030,25683,781,26464
SED10055,2598,9211,8360,2597,1117,23883,925,24808
SED10056,1381,7277,9602,3452,2061,23773,647,24420
SED10057,2103,9219,8893,2781,1359,24355,1207,25562
SED10058,1870,8297,9199,3158,1699,24223,1022,25245
SED10059,2180,11552,8973,2373,1015,26093,1011,27104
SED10060,3886,11379,9029,2050,786,27130,1085,28215
SED10061,5797,17697,8147,1342,419,33402,680,34082
SED10062,2148,9817,9398,3281,1599,26243,967,27210
SED10063,3385,10846,8024,2175,906,25336,663,25999
SED10064,2067,9054,9841,3168,1550,25680,979,26659
SED10065,1982,10781,9096,2781,1099,25739,950,26689
SED10066,4997,14876,8925,1882,906,31586,1007,32593
SED10067,2370,9061,8803,2660,1168,24062,794,24856
SED10068,1247,7522,10358,2902,1374,23403,600,24003
SED10069,2119,11637,9083,2238,865,25942,892,26834
SED10070,1864,10738,9379,2663,1124,25768,884,26652
SED10071,1235,8917,13262,3864,1852,29130,685,29815
SED10072,3635,11781,7848,2041,799,26104,913,27017
SED10073,3745,11783,8269,1959,832,26588,652,27240
SED10074,1947,8778,8933,2890,1311,23859,806,24665
SED10075,1084,5901,8677,3699,2139,21500,661,22161
SED10076,1845,11419,9164,2454,987,25869,927,26796
SED10077,5556,12320,6917,1814,795,27402,881,28283
SED10078,1887,9998,9247,2742,1272,25146,935,26081
SED10079,20073,19525,4762,542,192,45094,1258,46352
SED10080,1992,9399,9794,3190,1476,25851,986,26837
SED10081,1522,8530,9400,2713,1296,23461,713,24174
SED10082,2417,10288,8920,2674,1188,25487,967,26454
SED10083,2669,9490,8791,2561,1089,24600,876,25476
SED10084,2239,12035,9303,2435,1011,27023,1075,28098
SED10085,1515,8254,10336,3741,1821,25667,821,26488
SED10086,4698,12968,8544,1760,729,28699,952,29651
SED10087,1893,9268,10204,3213,1507,26085,972,27057
SED10088,2180,9500,10156,2541,1244,25621,679,26300
SED10089,2249,9174,9330,2726,1153,24632,803,25435
SED10090,3611,13844,8863,1661,586,28565,567,29132
SED10091,1178,6872,9360,3742,2392,23544,718,24262
SED10092,4326,11420,8253,2343,1082,27424,1154,28578
SED10093,2263,10747,9533,2724,1159,26426,1071,27497
SED19494,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0
