region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
1000,21648,125066,136968,47669,24925,356276,12802,369078
1001,2611,11586,11727,3227,1266,30417,1047,31464
1002,776,3270,2625,731,315,7717,261,7978
1003,926,4153,3278,747,262,9366,310,9676
1004,419,2785,2023,504,192,5923,221,6144
1005,988,4170,4093,1291,603,11145,395,11540
1006,758,4937,4885,1380,735,12695,407,13102
1007,820,3149,2248,630,221,7068,367,7435
1008,418,2744,2230,583,235,6210,192,6402
1009,10442,45482,38990,10840,4837,110591,4175,114766
1010,589,2757,2464,747,369,6926,287,7213
1011,2058,10014,8464,2279,915,23730,867,24597
1012,1080,4634,4470,1281,523,11988,443,12431
1013,772,4307,2306,493,172,8050,356,8406
1014,848,3182,2725,831,361,7947,303,8250
1015,763,3044,2189,586,239,6821,264,7085
1016,593,2139,2287,644,322,5985,283,6268
1017,445,2061,2165,699,410,5780,237,6017
1018,1151,4567,3704,948,341,10711,363,11074
1019,693,1850,1440,427,223,4633,226,4859
1020,469,3035,2725,1006,511,7746,259,8005
1021,337,1432,1565,511,192,4037,149,4186
1022,594,4112,3496,849,329,9380,301,9681
1023,13373,54265,55103,16112,7308,146161,4815,150976
1024,1039,4774,4154,1237,537,11741,396,12137
1025,1175,4905,4753,1369,599,12801,523,13324
1026,386,1513,1385,390,188,3862,166,4028
1027,1549,7656,5550,1284,422,16461,603,17064
1028,317,1654,2340,780,342,5433,160,5593
1029,262,2246,1637,420,158,4723,176,4899
1030,173003,533634,454330,126639,59063,1346669,40769,1387438
1031,1275,5581,5214,1383,559,14012,583,14595
1032,1108,4090,3150,813,393,9554,405,9959
1033,358,2684,1944,456,147,5589,169,5758
1034,1510,6893,7214,2090,851,18558,698,19256
1035,10050,36125,34683,10348,4636,95842,3273,99115
