region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
1000,0,96782,96782,131880,8000,139880,48825,808,49633,46687,206,46893,23816,59,23875,12002,14,12016,263210,105869,369079
1001,0,8949,8949,9947,1022,10969,4486,202,4688,4225,61,4286,1837,12,1849,713,8,721,21208,10254,31462
1002,0,2337,2337,2482,301,2783,1060,81,1141,991,28,1019,478,12,490,207,3,210,5218,2762,7980
1003,0,2961,2961,3437,308,3745,1216,62,1278,1090,16,1106,407,0,407,175,5,180,6325,3352,9677
1004,0,1738,1738,2487,141,2628,748,15,763,563,3,566,281,0,281,169,0,169,4248,1897,6145
1005,0,3068,3068,3621,350,3971,1636,97,1733,1604,42,1646,744,14,758,360,3,363,7965,3574,11539
1006,0,3458,3458,4697,206,4903,1668,23,1691,1798,9,1807,843,4,847,393,0,393,9399,3700,13099
1007,0,2508,2508,2516,138,2654,980,8,988,783,3,786,339,0,339,162,0,162,4780,2657,7437
1008,0,1728,1728,2626,143,2769,753,10,763,673,0,673,346,0,346,125,0,125,4523,1881,6404
1009,0,30868,30868,36400,2784,39184,16699,307,17006,16865,73,16938,7353,16,7369,3391,8,3399,80708,34056,114764
1010,0,1919,1919,2259,173,2432,1153,25,1178,988,0,988,484,4,488,210,0,210,5094,2121,7215
1011,0,6631,6631,8522,708,9230,3391,109,3500,3117,27,3144,1412,11,1423,670,0,670,17112,7486,24598
1012,0,3340,3340,3802,348,4150,1822,46,1868,1706,14,1720,861,3,864,483,3,486,8674,3754,12428
1013,0,2803,2803,3430,207,3637,845,13,858,673,3,676,319,0,319,112,0,112,5379,3026,8405
1014,0,2552,2552,2633,179,2812,1197,18,1215,1019,4,1023,449,0,449,199,0,199,5497,2753,8250
1015,0,2138,2138,2341,180,2521,955,19,974,834,11,845,390,0,390,218,0,218,4738,2348,7086
1016,0,1634,1634,1911,143,2054,886,24,910,890,6,896,518,0,518,255,0,255,4460,1807,6267
1017,0,1478,1478,1908,143,2051,959,9,968,896,0,896,404,0,404,221,0,221,4388,1630,6018
1018,0,3324,3324,3428,456,3884,1486,119,1605,1334,44,1378,568,14,582,294,4,298,7110,3961,11071
1019,0,1651,1651,1574,104,1678,608,5,613,572,0,572,250,0,250,92,3,95,3096,1763,4859
1020,0,1994,1994,2832,197,3029,1079,21,1100,1071,6,1077,548,3,551,254,0,254,5784,2221,8005
1021,0,1105,1105,1265,119,1384,616,11,627,621,4,625,323,0,323,124,0,124,2949,1239,4188
1022,0,2701,2701,3719,218,3937,1166,17,1183,1157,8,1165,482,0,482,211,0,211,6735,2944,9679
1023,0,38887,38887,48161,4418,52579,22852,1054,23906,22207,351,22558,9155,128,9283,3692,73,3765,106067,44911,150978
1024,0,3306,3306,4015,289,4304,1722,37,1759,1614,10,1624,767,8,775,368,0,368,8486,3650,12136
1025,0,3781,3781,4033,341,4374,1868,65,1933,1850,33,1883,915,4,919,432,3,435,9098,4227,13325
1026,0,1171,1171,1293,61,1354,566,19,585,447,3,450,298,0,298,170,0,170,2774,1254,4028
1027,0,5034,5034,6508,404,6912,2074,53,2127,1879,5,1884,761,3,764,343,0,343,11565,5499,17064
1028,0,1271,1271,1640,133,1773,898,31,929,975,6,981,444,0,444,195,0,195,4152,1441,5593
1029,0,1336,1336,1857,106,1963,646,9,655,567,0,567,253,0,253,125,0,125,3448,1451,4899
1030,0,309189,309189,379520,42779,422299,229866,11780,241646,241563,4613,246176,107895,1480,109375,58031,723,58754,1016875,370564,1387439
1031,0,4090,4090,4809,383,5192,2133,49,2182,1873,14,1887,872,3,875,371,0,371,10058,4539,14597
1032,0,3025,3025,3463,246,3709,1271,22,1293,1069,7,1076,550,0,550,307,0,307,6660,3300,9960
1033,0,1659,1659,2287,116,2403,692,8,700,623,3,626,267,3,270,100,0,100,3969,1789,5758
1034,0,5051,5051,6048,684,6732,2747,183,2930,2584,64,2648,1296,13,1309,587,0,587,13262,5995,19257
1035,0,24318,24318,30577,2480,33057,15335,620,15955,15841,258,16099,6685,97,6782,2867,35,2902,71305,27808,99113
